"AlbumId","TrackName","DurationMs","DurationMin","Popularity"
"6ZINcIMQXxeGL6hvC7nG75","BUGATTI BOYS","125120","2,09","35"
"6ZINcIMQXxeGL6hvC7nG75","CAMERA","166346","2,77","36"
"6ZINcIMQXxeGL6hvC7nG75","COMME TIME BOMB","127866","2,13","35"
"6ZINcIMQXxeGL6hvC7nG75","COCAINE COWBOY","131813","2,2","36"
"6ZINcIMQXxeGL6hvC7nG75","ADN","99906","1,67","33"
"6ZINcIMQXxeGL6hvC7nG75","ULTRAMAX400","131586","2,19","35"
"6ZINcIMQXxeGL6hvC7nG75","VEHICULE ALLEMAND","126786","2,11","38"
"6ZINcIMQXxeGL6hvC7nG75","LE ZEN ET LES SEINS","130093","2,17","56"
"5ORwfRIZBQiJ1dQ2cQDIFO","phileas fogg","113093","1,88","49"
"5ORwfRIZBQiJ1dQ2cQDIFO","ishtar","122773","2,05","47"
"5ORwfRIZBQiJ1dQ2cQDIFO","bissap","128093","2,13","42"
"5ORwfRIZBQiJ1dQ2cQDIFO","bank","191213","3,19","54"
"5ORwfRIZBQiJ1dQ2cQDIFO","inspecteur gadget","130266","2,17","40"
"5ORwfRIZBQiJ1dQ2cQDIFO","beverly hills 90210","147093","2,45","45"
"5ORwfRIZBQiJ1dQ2cQDIFO","dashboard","116000","1,93","47"
"5ORwfRIZBQiJ1dQ2cQDIFO","oseille mon amour","106760","1,78","44"
"5ORwfRIZBQiJ1dQ2cQDIFO","saudade","139120","2,32","50"
"5ORwfRIZBQiJ1dQ2cQDIFO","la brique et la drogue","130573","2,18","40"
"5ORwfRIZBQiJ1dQ2cQDIFO","ekenge","128985","2,15","42"
"5ORwfRIZBQiJ1dQ2cQDIFO","alfred borden","83693","1,39","40"
"5ORwfRIZBQiJ1dQ2cQDIFO","riche nouveau monde","148040","2,47","42"
"5ORwfRIZBQiJ1dQ2cQDIFO","barcelona92","172280","2,87","67"
"5ORwfRIZBQiJ1dQ2cQDIFO","mc laren & likelemba","160533","2,68","43"
"5ORwfRIZBQiJ1dQ2cQDIFO","la haine","164720","2,75","43"
"5ORwfRIZBQiJ1dQ2cQDIFO","paire de celine","112640","1,88","40"
"5ORwfRIZBQiJ1dQ2cQDIFO","finalement riche","159666","2,66","43"
"4E2gupoqhYs5wXTxmUpqzj","Je vous dis merci","269320","4,49","27"
"4E2gupoqhYs5wXTxmUpqzj","VI République","129759","2,16","32"
"4E2gupoqhYs5wXTxmUpqzj","Clic clac bang bang","160143","2,67","53"
"4E2gupoqhYs5wXTxmUpqzj","Ce soir je sors","278880","4,65","44"
"4E2gupoqhYs5wXTxmUpqzj","Les belles histoires","236266","3,94","34"
"4E2gupoqhYs5wXTxmUpqzj","Oui ou non","249053","4,15","48"
"4E2gupoqhYs5wXTxmUpqzj","Bonne bonne","171253","2,85","38"
"4E2gupoqhYs5wXTxmUpqzj","Elles ont trop joué avec mon coeur","223453","3,72","68"
"4E2gupoqhYs5wXTxmUpqzj","Sur la file de gauche","245840","4,1","27"
"4E2gupoqhYs5wXTxmUpqzj","Shap shap","183933","3,07","24"
"4E2gupoqhYs5wXTxmUpqzj","Uber eat netflix","285746","4,76","28"
"4E2gupoqhYs5wXTxmUpqzj","Vive arsenik","159533","2,66","26"
"4E2gupoqhYs5wXTxmUpqzj","Interlude / Ma tata","116840","1,95","18"
"4E2gupoqhYs5wXTxmUpqzj","La musique vient de la cité / Fresstyle la dictatrice","276653","4,61","26"
"4E2gupoqhYs5wXTxmUpqzj","Lignac","199640","3,33","25"
"4E2gupoqhYs5wXTxmUpqzj","Repose en paix Philippe","216360","3,61","23"
"4E2gupoqhYs5wXTxmUpqzj","666","164586","2,74","29"
"4E2gupoqhYs5wXTxmUpqzj","Oh nana - Bonus track","196462","3,27","43"
"4E2gupoqhYs5wXTxmUpqzj","Nakamura - Bonus track","173564","2,89","25"
"75WnRZkxa6fotcpJgIlxUC","Je vis cette mélodie","384626","6,41","41"
"75WnRZkxa6fotcpJgIlxUC","Les artistes sont seul(e)s","236346","3,94","38"
"75WnRZkxa6fotcpJgIlxUC","Vive le gang","153293","2,55","55"
"75WnRZkxa6fotcpJgIlxUC","Tour en ville","172293","2,87","47"
"75WnRZkxa6fotcpJgIlxUC","C.M.B","268053","4,47","35"
"75WnRZkxa6fotcpJgIlxUC","Isma gère le business","177626","2,96","34"
"75WnRZkxa6fotcpJgIlxUC","Soulja Boy","185093","3,08","36"
"75WnRZkxa6fotcpJgIlxUC","Tu m'as eu","241200","4,02","46"
"75WnRZkxa6fotcpJgIlxUC","La seule qui m'aime pour de vrai","208133","3,47","55"
"75WnRZkxa6fotcpJgIlxUC","Quoi de neuf bébé","202760","3,38","65"
"75WnRZkxa6fotcpJgIlxUC","Shawty","172626","2,88","37"
"75WnRZkxa6fotcpJgIlxUC","Allons faire la fête on va mourir","201146","3,35","41"
"75WnRZkxa6fotcpJgIlxUC","Nés pauvres","354853","5,91","32"
"75WnRZkxa6fotcpJgIlxUC","Respect","256773","4,28","34"
"75WnRZkxa6fotcpJgIlxUC","Mini Star","204160","3,4","48"
"75WnRZkxa6fotcpJgIlxUC","Garde la tête haute","196880","3,28","32"
"75WnRZkxa6fotcpJgIlxUC","Tous les jours c'est samedi","182973","3,05","33"
"75WnRZkxa6fotcpJgIlxUC","Downtown","283933","4,73","34"
"5AisXJ0N4Roto7eJnamm3j","Fille à papa","187437","3,12","50"
"5AisXJ0N4Roto7eJnamm3j","Pardon Yako","220344","3,67","56"
"5AisXJ0N4Roto7eJnamm3j","MollyPop","165194","2,75","49"
"5AisXJ0N4Roto7eJnamm3j","Ma meilleure amie","215411","3,59","48"
"5AisXJ0N4Roto7eJnamm3j","Racaille Rockeur","220141","3,67","49"
"5AisXJ0N4Roto7eJnamm3j","Oh la menteuse","167063","2,78","64"
"5AisXJ0N4Roto7eJnamm3j","En apesanteur","209674","3,49","53"
"5AisXJ0N4Roto7eJnamm3j","Madonna","164313","2,74","47"
"5AisXJ0N4Roto7eJnamm3j","Go Shawty","167628","2,79","45"
"5AisXJ0N4Roto7eJnamm3j","Ce n'est que pour toi qu'il bat","228851","3,81","55"
"5AisXJ0N4Roto7eJnamm3j","Christian","191133","3,19","46"
"5AisXJ0N4Roto7eJnamm3j","C'est fou comme je l'aime","193666","3,23","48"
"5AisXJ0N4Roto7eJnamm3j","Erreur","181806","3,03","50"
"5AisXJ0N4Roto7eJnamm3j","Tu ne me manques plus","177051","2,95","45"
"6oN9dQmUhn0rRMDC1fxvgO","Pas besoin","176241","2,94","38"
"6oN9dQmUhn0rRMDC1fxvgO","Mentalité","173919","2,9","42"
"6oN9dQmUhn0rRMDC1fxvgO","Izé","237302","3,96","34"
"6oN9dQmUhn0rRMDC1fxvgO","A A A","198117","3,3","43"
"6oN9dQmUhn0rRMDC1fxvgO","La rue","216969","3,62","33"
"6oN9dQmUhn0rRMDC1fxvgO","Pas les mêmes","203360","3,39","45"
"6oN9dQmUhn0rRMDC1fxvgO","Homies","212751","3,55","36"
"6oN9dQmUhn0rRMDC1fxvgO","Colis piégés (feat. Lefa)","181595","3,03","36"
"6oN9dQmUhn0rRMDC1fxvgO","Platinum","145605","2,43","35"
"6oN9dQmUhn0rRMDC1fxvgO","260","158610","2,64","40"
"6oN9dQmUhn0rRMDC1fxvgO","Copine","199467","3,32","64"
"6oN9dQmUhn0rRMDC1fxvgO","High","198999","3,32","40"
"6oN9dQmUhn0rRMDC1fxvgO","Niveau","218113","3,64","32"
"6oN9dQmUhn0rRMDC1fxvgO","Dis-moi oui","188230","3,14","52"
"6oN9dQmUhn0rRMDC1fxvgO","Go (feat. Krisy)","193017","3,22","44"
"6oN9dQmUhn0rRMDC1fxvgO","C'est grave","206870","3,45","34"
"6oN9dQmUhn0rRMDC1fxvgO","Flamenco - Bonus Track","180507","3,01","34"
"0HCMpqJsF9hym2f4uKbfUV","Intr100000","220213","3,67","36"
"0HCMpqJsF9hym2f4uKbfUV","Un peu de haine","167506","2,79","66"
"0HCMpqJsF9hym2f4uKbfUV","Arai","195653","3,26","46"
"0HCMpqJsF9hym2f4uKbfUV","Toute l'année (feat. Timal)","198280","3,3","51"
"0HCMpqJsF9hym2f4uKbfUV","Hola","166186","2,77","60"
"0HCMpqJsF9hym2f4uKbfUV","Travailler","175546","2,93","40"
"0HCMpqJsF9hym2f4uKbfUV","Nana","160320","2,67","49"
"0HCMpqJsF9hym2f4uKbfUV","Meilleur cauchemar","199480","3,32","43"
"0HCMpqJsF9hym2f4uKbfUV","Tout recommencer (feat. Tessa B)","227680","3,79","62"
"0HCMpqJsF9hym2f4uKbfUV","V2V","204960","3,42","38"
"0HCMpqJsF9hym2f4uKbfUV","Corazon (feat. Aladin 135)","195680","3,26","38"
"0HCMpqJsF9hym2f4uKbfUV","Le P","192093","3,2","36"
"0HCMpqJsF9hym2f4uKbfUV","Ma génération","200893","3,35","41"
"0HCMpqJsF9hym2f4uKbfUV","Mental","177720","2,96","44"
"0HCMpqJsF9hym2f4uKbfUV","Problèmes","189346","3,16","66"
"0HCMpqJsF9hym2f4uKbfUV","Cartelo (feat. Maes)","161093","2,68","47"
"0HCMpqJsF9hym2f4uKbfUV","RS3","149613","2,49","40"
"0HCMpqJsF9hym2f4uKbfUV","TT","203053","3,38","42"
"0HCMpqJsF9hym2f4uKbfUV","Temps perdu","185026","3,08","42"
